alpha,threads_case,role,threads,tickets,n,ready_mean,ready_std,ready_min,ready_max,effective_mean,effective_std,effective_min,effective_max,run_ticks_mean,run_ticks_std,run_ticks_min,run_ticks_max,work_mean,work_std,work_min,work_max,tick_share_mean,tick_share_std,tick_share_min,tick_share_max,work_share_mean,work_share_std,work_share_min,work_share_max,effective_share_mean,effective_share_std,effective_share_min,effective_share_max
75,1_2_3,1,2,100,4,2.0,0.0,2.0,2.0,100.0,0.0,100.0,100.0,243.5,18.034688796871432,220.0,266.0,35563.0,1845.6936365496847,32550.0,37574.0,0.37063722076435696,0.02762518199009083,0.334855403348554,0.4048706240487062,0.31949772085647443,0.008855755064073179,0.30811317361301743,0.3294808839003858,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333
75,1_2_3,2,3,100,4,3.0,0.0,3.0,3.0,100.0,0.0,100.0,100.0,203.5,25.04495957273639,177.0,230.0,38124.0,1727.1561886523175,36082.0,40863.0,0.30971438563221876,0.03789986759261355,0.2694063926940639,0.350076103500761,0.3428061750257075,0.014423471617120126,0.3265309816200758,0.35846198990941186,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333
75,1_3_5,0,1,100,4,1.0,0.0,1.0,1.0,100.0,0.0,100.0,100.0,132.5,5.852349955359813,126.0,142.0,30160.0,866.2193717529065,28864.0,31296.0,0.20183263262427145,0.00902258780209502,0.1917808219178082,0.21646341463414634,0.2701972034367386,0.00433303515904067,0.2631823694072379,0.2742386027716758,0.25,0.0,0.25,0.25
75,1_3_5,1,3,100,4,3.0,0.0,3.0,3.0,100.0,0.0,100.0,100.0,178.25,19.651653874419832,150.0,199.0,26931.5,952.263225164135,25627.0,28236.0,0.2714945985076289,0.02974483525368446,0.22865853658536586,0.3028919330289193,0.24141849057276563,0.010541916482813265,0.23166906227682404,0.2574562563256225,0.25,0.0,0.25,0.25
75,1_3_5,2,5,100,4,5.0,0.0,5.0,5.0,200.0,0.0,200.0,200.0,345.75,14.549484526951462,327.0,364.0,54513.5,1443.7549134115527,52573.0,56624.0,0.5266727688680997,0.022541477944642233,0.4977168949771689,0.5548780487804879,0.4883843059904958,0.006295220754224203,0.4793613742671396,0.4944593379148947,0.5,0.0,0.5,0.5
75,1_5_7,0,1,100,3,1.0,0.0,1.0,1.0,100.0,0.0,100.0,100.0,132.33333333333334,5.436502143433364,128.0,140.0,20713.666666666668,735.3440615717848,19773.0,21568.0,0.20172730693314575,0.008265286217097398,0.19571865443425077,0.21341463414634146,0.1995311009044746,0.0020992344261900526,0.19656234620782675,0.2010225087222507,0.2,0.0,0.2,0.2
75,1_5_7,1,5,100,3,5.0,0.0,5.0,5.0,200.0,0.0,200.0,200.0,259.3333333333333,8.178562764256865,248.0,267.0,41715.333333333336,1810.4661155502347,39926.0,44196.0,0.39529820103351476,0.011551389444042168,0.37920489296636084,0.40577507598784196,0.40171442025514204,0.00391216941423576,0.3964782402798852,0.4058799011883825,0.4,0.0,0.4,0.4
75,1_5_7,2,7,100,3,7.0,0.0,7.0,7.0,200.0,0.0,200.0,200.0,264.3333333333333,10.338708279513881,253.0,278.0,41426.333333333336,2166.077304458197,38670.0,43962.0,0.4029744920333395,0.016441203401079414,0.3856707317073171,0.42507645259938837,0.3987544788403834,0.004060683008914858,0.3931116510282711,0.40249925099786416,0.4,0.0,0.4,0.4
75,2_6_11,0,2,100,3,2.0,0.0,2.0,2.0,100.0,0.0,100.0,100.0,80.66666666666667,5.734883511361751,74.0,88.0,12602.333333333334,2033.2755729500996,9728.0,14110.0,0.12333749252824343,0.00867507826626176,0.11314984709480122,0.13435114503816795,0.12547326609992018,0.003442620282215781,0.12221846876109797,0.13023629426333758,0.125,0.0,0.125,0.125
75,2_6_11,1,6,100,3,6.0,0.0,6.0,6.0,200.0,0.0,200.0,200.0,161.0,2.160246899469287,159.0,164.0,25476.0,4846.671503894881,18628.0,29153.0,0.24617852950015315,0.0033731579504778153,0.24274809160305344,0.25076452599388377,0.25204262779586784,0.0020021212944717317,0.24938750920409666,0.2542219461330257,0.25,0.0,0.25,0.25
75,2_6_11,2,11,100,3,11.0,0.0,11.0,11.0,500.0,0.0,500.0,500.0,412.3333333333333,3.2998316455372216,408.0,416.0,62864.666666666664,11717.328089438972,46339.0,72186.0,0.6304839779716035,0.0055620804628242,0.6229007633587786,0.636085626911315,0.622484106104212,0.0020507288140070553,0.6203761965325658,0.6252631031884208,0.625,0.0,0.625,0.625
75,3_8_13,0,3,100,3,3.0,0.0,3.0,3.0,100.0,0.0,100.0,100.0,82.0,12.569805089976535,65.0,95.0,13508.333333333334,2019.6039765811074,10688.0,15309.0,0.12551460444187088,0.019285290465509423,0.0995405819295559,0.14570552147239263,0.12540037221734013,0.00852786346582459,0.11436397877075843,0.13512988675181611,0.125,0.0,0.125,0.125
75,3_8_13,1,8,100,3,8.0,0.0,8.0,8.0,200.0,0.0,200.0,200.0,174.0,14.98888477061141,161.0,195.0,26058.333333333332,2176.798311486135,23251.0,28556.0,0.2663414998333633,0.023106555930289867,0.24580152671755726,0.2986217457886677,0.243530114438146,0.007626444384086072,0.23274576091657767,0.24905370754766348,0.25,0.0,0.25,0.25
75,3_8_13,2,13,100,3,13.0,0.0,13.0,13.0,500.0,0.0,500.0,500.0,397.3333333333333,7.586537784494028,391.0,408.0,67568.33333333333,5693.175817493158,59517.0,71614.0,0.6081438957247658,0.010471341584279186,0.5996932515337423,0.6229007633587786,0.6310695133445139,0.005200191351493101,0.6242390413228907,0.6368451463790447,0.625,0.0,0.625,0.625
