alpha,role,threads,tickets,n,ready_mean,ready_std,ready_min,ready_max,effective_mean,effective_std,effective_min,effective_max,run_ticks_mean,run_ticks_std,run_ticks_min,run_ticks_max,work_mean,work_std,work_min,work_max,jobs_mean,jobs_std,jobs_min,jobs_max,miss_mean,miss_std,miss_min,miss_max,miss_rate_mean,miss_rate_std,miss_rate_min,miss_rate_max,tick_share_mean,tick_share_std,tick_share_min,tick_share_max,work_share_mean,work_share_std,work_share_min,work_share_max,effective_share_mean,effective_share_std,effective_share_min,effective_share_max
75,ai,9,100,2,9.0,0.0,9.0,9.0,500.0,0.0,500.0,500.0,262.0,3.0,259.0,265.0,65687.0,112.0,65575.0,65799.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.004580152671755738,0.39541984732824426,0.40458015267175573,0.8450202880068987,0.0020377756758501175,0.8429825123310486,0.8470580636827488,0.5555555555555556,0.0,0.5555555555555556,0.5555555555555556
75,ai,14,100,2,14.0,0.0,14.0,14.0,600.0,0.0,600.0,600.0,274.0,3.0,271.0,277.0,62463.5,730.5,61733.0,63194.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4202534444593428,0.005245787491502063,0.41500765696784075,0.4254992319508449,0.7369075015443216,0.001905524294327443,0.7350019772499942,0.738813025838649,0.5454545454545454,0.0,0.5454545454545454,0.5454545454545454
75,ai,25,100,3,25.0,0.0,25.0,25.0,1100.0,0.0,1100.0,1100.0,383.3333333333333,19.362047641943477,358.0,405.0,82898.0,8551.999805113812,75773.0,94924.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5893682753523992,0.028276298838119905,0.5524691358024691,0.6211656441717791,0.8131685574826357,0.004047496479384036,0.8074529528356174,0.8162951334379905,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666
75,control,1,300,11,1.0,0.0,1.0,1.0,300.0,0.0,300.0,300.0,289.3636363636364,65.01925970227133,170.0,348.0,0.0,0.0,0.0,0.0,150.0,0.0,150.0,150.0,0.6363636363636364,1.3666633071248098,0.0,4.0,0.004242424242424243,0.009111088714165399,0.0,0.02666666666666667,0.44288861804383217,0.0986392213732802,0.2607361963190184,0.5312977099236641,0.0,0.0,0.0,0.0,0.3276117821572367,0.11345917749900374,0.18181818181818182,0.46153846153846156
75,logger,2,50,2,2.0,0.0,2.0,2.0,50.0,0.0,50.0,50.0,54.0,3.0,51.0,57.0,8647.5,56.5,8591.0,8704.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08250927936129981,0.004646683941452484,0.07786259541984733,0.0871559633027523,0.1333447664703315,0.0004641131262740905,0.1328806533440574,0.1338088795966056,0.07692307692307693,0.0,0.07692307692307693,0.07692307692307693
75,logger,3,50,2,3.0,0.0,3.0,3.0,50.0,0.0,50.0,50.0,37.0,3.0,34.0,40.0,9887.0,155.0,9732.0,10042.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05653523822863413,0.004626841282069239,0.051908396946564885,0.06116207951070336,0.15092934897373284,0.002294734763946052,0.1486346142097868,0.1532240837376789,0.07692307692307693,0.0,0.07692307692307693,0.07692307692307693
75,logger,4,50,2,4.0,0.0,4.0,4.0,100.0,0.0,100.0,100.0,69.5,3.5,66.0,73.0,12048.0,208.0,11840.0,12256.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10610687022900764,0.005343511450381679,0.10076335877862595,0.11145038167938931,0.1549797119931013,0.0020377756758501037,0.15294193631725117,0.15701748766895138,0.1111111111111111,0.0,0.1111111111111111,0.1111111111111111
75,logger,8,50,2,8.0,0.0,8.0,8.0,200.0,0.0,200.0,200.0,70.5,0.5,70.0,71.0,22304.0,480.0,21824.0,22784.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10812791252943404,0.0006010308090039357,0.10752688172043011,0.10872894333843798,0.2630924984556784,0.001905524294327443,0.26118697416135095,0.26499802275000583,0.18181818181818182,0.0,0.18181818181818182,0.18181818181818182
75,logger,9,50,3,9.0,0.0,9.0,9.0,250.0,0.0,250.0,250.0,80.66666666666667,5.185449728701348,77.0,88.0,19020.333333333332,1723.1802639951,17553.0,21439.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12403399043623772,0.007884669895753644,0.11809815950920245,0.13517665130568357,0.18683144251736422,0.004047496479384064,0.1837048665620094,0.19254704716438267,0.15151515151515152,0.0,0.15151515151515152,0.15151515151515152
100,ai,5,100,2,5.0,0.0,5.0,5.0,500.0,0.0,500.0,500.0,269.5,4.5,265.0,274.0,64713.0,55.0,64658.0,64768.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4114503816793893,0.006870229007633594,0.40458015267175573,0.4183206106870229,0.8373626345696187,0.0012317668598036402,0.836130867709815,0.8385944014294223,0.5555555555555556,0.0,0.5555555555555556,0.5555555555555556
100,ai,7,100,2,7.0,0.0,7.0,7.0,700.0,0.0,700.0,700.0,282.5,3.5,279.0,286.0,72886.5,416.5,72470.0,73303.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4312905571716268,0.0046850525844708,0.42660550458715596,0.43597560975609756,0.830341006035392,0.005468487368482489,0.8248725186669095,0.8358094934038744,0.6086956521739131,0.0,0.6086956521739131,0.6086956521739131
100,ai,9,100,2,9.0,0.0,9.0,9.0,900.0,0.0,900.0,900.0,353.5,23.5,330.0,377.0,68288.5,6889.5,61399.0,75178.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5414040074295041,0.036816851466201395,0.5045871559633027,0.5782208588957055,0.8082846642919683,0.003695548699196638,0.8045891155927717,0.811980212991165,0.6428571428571429,0.0,0.6428571428571429,0.6428571428571429
