alpha,case,role,threads,tickets,n,ready_mean,ready_std,ready_min,ready_max,effective_mean,effective_std,effective_min,effective_max,run_ticks_mean,run_ticks_std,run_ticks_min,run_ticks_max,work_mean,work_std,work_min,work_max,jobs_mean,jobs_std,jobs_min,jobs_max,miss_mean,miss_std,miss_min,miss_max,miss_rate_mean,miss_rate_std,miss_rate_min,miss_rate_max,tick_share_mean,tick_share_std,tick_share_min,tick_share_max,work_share_mean,work_share_std,work_share_min,work_share_max,effective_share_mean,effective_share_std,effective_share_min,effective_share_max
50,1_5_2,control,1,300,3,1.0,0.0,1.0,1.0,300.0,0.0,300.0,300.0,348.3333333333333,5.557777333511022,343.0,356.0,0.0,0.0,0.0,0.0,150.0,0.0,150.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5320836348639416,0.00886771000223315,0.5236641221374045,0.5443425076452599,0.0,0.0,0.0,0.0,0.5454545454545454,0.0,0.5454545454545454,0.5454545454545454
50,1_5_2,logger,2,50,3,2.0,0.0,2.0,2.0,50.0,0.0,50.0,50.0,71.66666666666667,14.007934259633796,56.0,90.0,10379.333333333334,673.9991757330931,9771.0,11319.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10946845017158065,0.021376070357535644,0.08549618320610687,0.13740458015267176,0.18745381691356994,0.010654099407399363,0.1756520523040347,0.2014666358151042,0.09090909090909091,0.0,0.09090909090909091,0.09090909090909091
50,1_7_3,ai,7,100,3,7.0,0.0,7.0,7.0,200.0,0.0,200.0,200.0,230.66666666666666,9.46337971105226,220.0,243.0,44732.333333333336,4812.166271256868,38000.0,48960.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3523340414439231,0.014255698940815093,0.3363914373088685,0.3709923664122137,0.8161156385691153,0.0027915591054185683,0.8136348064405619,0.8200156236437809,0.36363636363636365,0.0,0.36363636363636365,0.36363636363636365
50,1_7_3,control,1,300,3,1.0,0.0,1.0,1.0,300.0,0.0,300.0,300.0,348.3333333333333,3.681787005729087,344.0,353.0,0.0,0.0,0.0,0.0,150.0,0.0,150.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5320813004334259,0.005971697855847362,0.5251908396946565,0.5397553516819572,0.0,0.0,0.0,0.0,0.5454545454545454,0.0,0.5454545454545454,0.5454545454545454
50,1_7_3,logger,3,50,3,3.0,0.0,3.0,3.0,50.0,0.0,50.0,50.0,75.66666666666667,5.557777333511022,68.0,81.0,10069.333333333334,1015.0721922876005,8704.0,11136.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11558465812265098,0.008545891317604264,0.10381679389312977,0.12385321100917432,0.18388436143088469,0.0027915591054185943,0.17998437635621908,0.18636519355943817,0.09090909090909091,0.0,0.09090909090909091,0.09090909090909091
50,1_9_4,ai,9,100,3,9.0,0.0,9.0,9.0,300.0,0.0,300.0,300.0,247.0,16.51262143533445,232.0,270.0,42127.666666666664,3806.031820968162,37313.0,46619.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3780495050124138,0.025072540426696373,0.3547400611620795,0.41284403669724773,0.7509665992519804,0.012953654390365402,0.7339840982445092,0.7654069452958783,0.42857142857142855,0.0,0.42857142857142855,0.42857142857142855
50,1_9_4,control,1,300,3,1.0,0.0,1.0,1.0,300.0,0.0,300.0,300.0,326.6666666666667,1.247219128924647,325.0,328.0,0.0,0.0,0.0,0.0,150.0,0.0,150.0,150.0,3.0,4.242640687119285,0.0,9.0,0.02,0.0282842712474619,0.0,0.06,0.5000015634478402,0.002163512430605866,0.4969418960244648,0.5015337423312883,0.0,0.0,0.0,0.0,0.42857142857142855,0.0,0.42857142857142855,0.42857142857142855
50,1_9_4,logger,4,50,3,4.0,0.0,4.0,4.0,100.0,0.0,100.0,100.0,79.66666666666667,17.326921891156037,56.0,97.0,14037.666666666666,2047.6911116886963,12206.0,16896.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12194893153974597,0.026543546479707462,0.0856269113149847,0.14831804281345565,0.24903340074801963,0.012953654390365402,0.23459305470412173,0.26601590175549084,0.14285714285714285,0.0,0.14285714285714285,0.14285714285714285
75,1_14_8,ai,14,100,3,14.0,0.0,14.0,14.0,600.0,0.0,600.0,600.0,287.3333333333333,20.417857108151406,262.0,312.0,57469.0,4184.804177019518,52019.0,62192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43977689422144794,0.03097409246541866,0.4012251148545176,0.47706422018348627,0.733268124430239,0.003966652551932008,0.7277318448258978,0.7368196573703292,0.5454545454545454,0.0,0.5454545454545454,0.5454545454545454
75,1_14_8,control,1,300,3,1.0,0.0,1.0,1.0,300.0,0.0,300.0,300.0,297.3333333333333,18.116904322268255,277.0,321.0,0.0,0.0,0.0,0.0,150.0,0.0,150.0,150.0,6.333333333333333,6.342099196813483,0.0,15.0,0.042222222222222223,0.042280661312089886,0.0,0.1,0.4551181483406781,0.02798738567183754,0.4235474006116208,0.49157733537519144,0.0,0.0,0.0,0.0,0.2727272727272727,0.0,0.2727272727272727,0.2727272727272727
75,1_14_8,logger,8,50,3,8.0,0.0,8.0,8.0,200.0,0.0,200.0,200.0,68.66666666666667,2.6246692913372702,65.0,71.0,20877.0,1124.8522865988523,19462.0,22214.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10510495743787397,0.004090292702279768,0.09938837920489296,0.10872894333843798,0.2667318755697609,0.003966652551932,0.2631803426296709,0.2722681551741022,0.18181818181818182,0.0,0.18181818181818182,0.18181818181818182
75,1_25_9,ai,25,100,3,25.0,0.0,25.0,25.0,1100.0,0.0,1100.0,1100.0,377.0,18.708286933869708,352.0,397.0,75557.66666666667,593.8048688097987,74724.0,76062.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5796317121987241,0.027289595847574614,0.5432098765432098,0.6088957055214724,0.8205883018238546,0.007494219010858199,0.8112210002931183,0.8295655786090644,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666
75,1_25_9,control,1,300,3,1.0,0.0,1.0,1.0,300.0,0.0,300.0,300.0,182.66666666666666,8.806563209081938,175.0,195.0,0.0,0.0,0.0,0.0,150.0,0.0,150.0,150.0,8.0,1.632993161855452,6.0,10.0,0.05333333333333334,0.010886621079036346,0.04,0.06666666666666667,0.2809164217321088,0.014251829791238292,0.26881720430107525,0.30092592592592593,0.0,0.0,0.0,0.0,0.18181818181818182,0.0,0.18181818181818182,0.18181818181818182
75,1_25_9,logger,9,50,3,9.0,0.0,9.0,9.0,250.0,0.0,250.0,250.0,90.66666666666667,10.077477638553983,77.0,101.0,16522.0,735.4241406607936,15591.0,17389.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13945186606916712,0.0158088856419364,0.11809815950920245,0.1558641975308642,0.17941169817614547,0.0074942190108582335,0.17043442139093554,0.18877899970688178,0.15151515151515152,0.0,0.15151515151515152,0.15151515151515152
75,1_5_2,ai,5,100,3,5.0,0.0,5.0,5.0,300.0,0.0,300.0,300.0,263.3333333333333,3.0912061651652345,259.0,266.0,53024.0,1044.1995339333698,51707.0,54261.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4022418314385539,0.0048380959642420965,0.39541984732824426,0.40610687022900765,0.8611334394444118,0.002530279469625281,0.857737670653418,0.8638085838003057,0.46153846153846156,0.0,0.46153846153846156,0.46153846153846156
75,1_5_2,control,1,300,3,1.0,0.0,1.0,1.0,300.0,0.0,300.0,300.0,341.3333333333333,4.9216076867444665,335.0,347.0,0.0,0.0,0.0,0.0,150.0,0.0,150.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.521385717954105,0.007559242149816133,0.5114503816793893,0.5297709923664122,0.0,0.0,0.0,0.0,0.46153846153846156,0.0,0.46153846153846156,0.46153846153846156
